Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Actors
Medal of Honor,2018,16+,8.4,,True,False,False,False,True,[]
Little Witch Academia (TV),2017,16+,7.9,,True,False,False,False,True,[]
Once Upon a Time in Lingjian Mountain,2019,all,7.7,,True,False,False,False,True,"['Xu Kai', 'Sandrine Pinna', 'Gao Yu Er', 'Ryan Zhu', 'Zheng Ya Wen', 'Cristy Guo']"
Trotsky,2017,,7.1,,True,False,False,False,True,[]
When the Camellia Blooms,2019,,8.0,,True,False,False,False,True,"['Gong Hyo Jin', 'Kang Ha Neul', 'Kim Ji Suk', 'Oh Jung Se', 'Ji Yi Soo', 'Yum Hye Ran', 'Son Dam Bi', 'Kim Kang Hoon', 'Kim Sun Young']"
Cedar Cove,2013,7+,6.8,,True,False,False,False,True,"['Andie MacDowell', 'Dylan Neal', 'Teryl Rothery', 'Sarah Smyth', 'Brennan Elliott', 'Bruce Boxleitner', 'Barbara Niven', 'Sebastian Spence', 'Colin Ferguson']"
Brews Brothers,2020,18+,4.8,38%,True,False,False,False,True,"['Alan Aisenberg', 'Mike Castle', 'Carmen Flood', 'Marques Ray']"
Criminal: France,2019,7+,7.2,,True,False,False,False,True,"['Margot Bancilhon', 'Laurent Lucas', 'Stéphane Jobert', 'Anne Azoulay', 'Mhamed Arezki', 'Éléonore Arnaud', 'Sara Giraudeau', 'Valentin Merlet', 'Nathalie Baye', 'Nacima Bekhtaoui', 'Jérémie Renier']"
Kath & Kim,2002,7+,8.2,,True,False,False,False,True,[]
Danger Mouse,1981,7+,7.4,,True,False,False,False,True,"['David Jason', 'Terry Scott', 'Edward Kelsey', 'Brian Trueman']"
Find Yourself,2020,,,,True,False,False,False,True,"['Victoria Song', 'Song Wei Long', 'Wang Yao Qing', 'Esther Yu', 'Zhang Yu Jian']"
James Acaster: Repertoire,2018,18+,8.4,,True,False,False,False,True,['James Acaster']
Reckoning,2019,18+,6.4,,True,False,False,False,True,"['Aden Young', 'Sam Trammell', 'Simone Kessell', 'Laura Gordon', 'Gloria Garayua', 'Mitzi Ruhlmann', 'Toby Schmitz', 'Jacqueline McKenzie']"
Skylines,2019,,7.6,,True,False,False,False,True,"['Peri Baumeister', 'Richy Müller', 'Edin Hasanovic', 'Murathan Muslu', 'Erdal Yıldız']"
Merry Happy Whatever,2019,,6.2,,True,False,False,False,True,"['Dennis Quaid', 'Bridgit Mendler', 'Brent Morin', 'Ashley Tisdale', 'Adam Rose', 'Hayes MacArthur', 'Siobhan Murphy', 'Elizabeth Ho']"
Hangar 1: The UFO Files,2015,7+,7.4,,True,True,True,False,True,[]
Kakegurui,2017,16+,7.2,,True,False,False,False,True,"['Minami Tanaka', 'Saori Hayami', 'Tatsuya Tokutake', 'Ayaka Fukuhara', 'Karin Nanami', 'Mariya Ise', 'Mayu Udono', 'Miyuki Sawashiro', 'Tomokazu Sugita', 'Yū Serizawa', 'Yūki Wakai', 'Miyuki Sawashiro', 'Megumi Han', 'Haruno Inoue', 'Yumi Uchiyama', 'Rumi Ookubo', 'Mitsuki Saiga', 'Ayana Taketatsu', 'Ayahi Takagaki', 'Akira Ishida', 'Yoshimasa Hosoya', 'Sayaka Kitahara', 'Romi Park']"
Marlon,2017,7+,7.0,,True,True,False,False,True,"['Bresha Webb', 'Diallo Riddle', ""Amir O'Neil"", 'Notlim Taylor', 'Essence Atkins', 'Marlon Wayans']"
46,2017,,8.5,,True,False,False,False,True,[]
7SEEDS,2019,18+,6.3,,True,False,False,False,True,"['Akira Ishida', 'Aoi Yūki', 'Jun Fukuyama', 'Kana Asumi', 'Katsuyuki Konishi', 'Kazuhiko Inoue', 'Nao Tōyama', 'Yoko Soumi']"
The Super Mario Bros. Super Show!,1989,7+,6.2,,True,False,False,False,True,"['Lou Albano', 'Danny Wells', 'Jeannie Elias', 'Harvey Atkin', 'John Stocker']"
Crematorium,2011,18+,7.7,,True,False,False,False,True,[]
Intersection,2016,,6.5,,True,False,False,False,True,[]
Handsome Siblings,2020,,8.2,,True,False,False,False,True,[]
Rugal,2020,,6.7,,True,False,False,False,True,"['Choi Jin Hyuk', 'Park Sung Woong', 'Jo Dong Hyuk', 'Jung Hye In', 'Han Ji Wan', 'Park Sun Ho', 'Kim Min Sang']"
The Octonauts,2010,all,7.4,,True,False,False,False,True,[]
Magi: Adventure of Sinbad,2016,16+,7.6,,True,False,False,False,True,[]
MeatEater,2012,,7.9,,True,False,False,False,True,['Steven Rinella']
Troy: Fall of a City,2018,18+,3.8,71%,True,False,False,False,True,"['Louis Hunter', 'Bella Dayne', ""Frances O'Connor"", 'Johnny Harris', 'Aimee-Ffion Edwards', 'Jonas Armstrong', 'Chloe Pirrie', 'Christiaan Schoombie', 'Chris Fisher', 'David Threlfall', 'Tom Weston-Jones', 'David Avery', 'Alfred Enoch', 'Joseph Mawle', 'Woody Norman', 'Waldemar Schultz', 'Alex Lanipekun', 'David Gyasi', 'Deon Lee-Williams', 'Amy Louise Wilson', 'Lemogang Tsipa', 'Jonathan Pienaar', 'Danny Keogh', 'Emily Child', 'Jamie-Lee Money', 'Nina Milner']"
La Piloto,2017,,5.6,,True,False,False,False,True,"['Livia Brito', 'Arap Bethke', 'Juan Colucho', 'María Fernanda Yépes', 'Alejandro Nones', 'Andrés Delgado']"
The 2000s,2018,7+,8.0,,True,False,False,False,True,[]
Reply 1997,2012,,8.2,,True,False,False,False,True,[]
The Legend of Bruce Lee,2008,,7.0,,True,False,True,False,True,[]
Soundtrack,2019,,6.7,40%,True,False,False,False,True,"['Callie Hernandez', 'Paul James', 'Jahmil French', 'Madeleine Stowe', 'Marianne Jean-Baptiste', 'Isaiah Givens', 'Jenna Dewan', 'Megan Ferguson', 'Campbell Scott']"
First Team: Juventus,2018,,7.4,,True,False,False,False,True,[]
The Last Kids on Earth,2019,7+,7.5,,True,False,False,False,True,"['Nick Wolfhard', 'Mark Hamill', ""Catherine O'Hara"", 'Rosario Dawson', 'Keith David', 'Bruce Campbell', 'Garland Whitt', 'Montse Hernandez', 'Charles Demers']"
Morocco: Love in Times of War,2017,,7.7,,True,False,False,False,True,[]
Tomorrow with You,2017,,7.4,,True,False,False,False,True,"['Lee Je Hoon', 'Shin Min Ah']"
We Are the Wave,2019,18+,6.1,,True,False,False,False,True,[]
Somewhere Between,2017,16+,6.2,,True,False,False,False,True,"['Paula Patton', 'J.R. Bourne', 'Devon Sawa', 'Aria Birch']"
Trump: An American Dream,2017,,7.2,,True,False,False,False,True,"['Donald Trump', 'Ivana Trump', 'Geraldo Rivera']"
One Spring Night,2019,,7.9,,True,False,False,False,True,"['Han Ji Min', 'Jung Hae In', 'Kim Joon Han']"
Cricket Fever: Mumbai Indians,2019,,7.3,,True,False,False,False,True,[]
Zumbo's Just Desserts,2016,7+,6.9,,True,False,False,False,True,"['Adriano Zumbo', 'Rachel Khoo', 'Gigi Falanga']"
Restaurants on the Edge,2020,,6.6,,True,False,False,False,True,"['Dennis the Prescott', 'Karin Bohn', 'Nick Liberato']"
Marseille,2016,18+,6.8,33%,True,False,False,False,True,"['Gérard Depardieu', 'Benoît Magimel', 'Géraldine Pailhas', 'Nadia Farès']"
The Dick Van Dyke Show,1961,all,6.8,,True,True,False,False,True,"['Dick Van Dyke', 'Mary Tyler Moore', 'Larry Mathews', 'Morey Amsterdam', 'Rose Marie', 'Ann Morgan Guilbert', 'Jerry Paris', 'Richard Deacon']"
Borderliner,2017,18+,6.8,,True,False,False,False,True,[]
La Niña,2016,,8.6,,True,False,False,False,True,[]
Ultimate Beastmaster,2017,7+,7.3,,True,False,False,False,True,"['Terry Crews', 'Charissa Thompson']"
Diablero,2018,16+,6.6,,True,False,False,False,True,"['Christopher Von Uckermann', 'Horacio Garcia Rojas', 'Giselle Kuri', 'Fátima Molina', 'Humberto Busto', 'Dolores Heredia']"
Alaska State Troopers,2009,16+,7.5,,True,False,False,False,True,"['Marc Graue', 'Daron Cooper', 'Timothy Cronin', 'Howie Peterson', 'Jon Simeon', 'Abraham Garcia', 'Blake Calhoun']"
Stories by Rabindranath Tagore,2015,16+,8.9,,True,False,False,False,True,[]
Terrace House: Opening New Doors,2017,,7.8,,True,False,False,False,True,[]
Super Wings!,2015,all,6.2,,True,False,True,False,True,[]
Incomplete Life,2014,16+,8.6,,True,False,False,False,True,"['Im Si Wan', 'Kang So Ra', 'Kang Ha Neul', 'Kim Dae Myung', 'Byun Yo Han', 'Lee Sung Min']"
"Breakfast, Lunch & Dinner",2019,18+,6.7,80%,True,False,False,False,True,['David Chang']
Ice Fantasy,2016,16+,7.1,,True,False,False,False,True,"['Ma Tian Yu', 'Victoria Song', 'Feng Shao Feng', 'Zhang Meng', 'Zhang Yu Jian', 'Madina Memet']"
The Supervet,2014,7+,8.7,,True,False,False,False,True,[]
The Seventies,2015,7+,8.3,,True,False,False,False,True,[]
The InBESTigators,2019,all,7.7,,True,False,False,False,True,"['Anna Cooke', 'Aston Droomer', 'Abby Bergman', 'Jamil Smyth-Secka']"
El Chema,2016,16+,7.0,,True,False,False,False,True,"['Mauricio Ochmann', 'Rodrigo Abed', 'Rafael Amaya', 'Juan Ignacio Aranda', 'Carmen Aub', 'Omar Ayala', 'Bianca Calderón', 'Itatí Cantoral', 'Fernanda Castillo', 'Lorena del Castillo']"
Pocoyo,2005,all,7.5,,True,True,True,False,True,"['Alex Marty', 'Courtney Webb', 'Montana Smedley', 'Stephen Fry']"
The Adventures of Puss in Boots,2015,7+,6.7,,True,False,False,False,True,"['Jayma Mays', 'Eric Bauza', 'Paul Rugg', 'Joshua Rush', 'Grey Griffin', 'Candi Milo', 'Ariebella Makana', 'Laraine Newman', 'Carla Jimenez', 'Carlos Alazraqui', 'Grey Griffin']"
Unnatural Selection,2019,,8.0,,True,False,False,False,True,[]
Skin Wars,2014,16+,7.1,,True,True,False,False,True,"['Robin Slonina', 'RuPaul', 'Rebecca Romijn', 'Craig Tracy']"
Dueños del Paraíso,2015,16+,7.1,,True,True,False,False,True,[]
Unstoppable,2020,18+,7.2,,True,False,False,False,True,[]
The Hockey Girls,2019,16+,7.0,,True,False,False,False,True,[]
Record of Grancrest War,2018,18+,7.2,,True,False,False,False,True,[]
Who Killed Malcolm X?,2019,,7.6,,True,False,False,False,True,[]
Glow Up: Britain's Next Make-Up Star,2019,,6.4,,True,False,False,False,True,"['Stacey Dooley', 'Val Garland', 'Dominic Skinner', 'Maya Jama']"
Ares,2020,18+,5.6,,True,False,False,False,True,"['Jade Olieberg', 'Tobias Kersloot', 'Lisa Smit', 'Frieda Barnhard', 'Hans Kesting', 'Rifka Lodeizen']"
Great British Menu,2006,,7.3,,True,True,False,False,True,"['Oliver Peyton', 'Matthew Fort', 'Prue Leith', 'Wendy Lloyd', 'Andi Oliver', 'Jennie Bond', 'Jennie Bond', 'Susan Calman', 'Andi Oliver']"
Barbie: Life in the Dreamhouse,2012,all,7.3,,True,False,False,False,True,"['Kate Higgins', 'Sean Hankinson', 'Laura Gerow', 'Paula Rhodes', 'Katie Crown', 'Nakia Burrise', 'Haviland Stillwell', 'Charlie Bodin', 'Ashlyn Selich', 'Tara Sands', 'Lillian Sofia', 'Paula Rhodes']"
Cheese in the Trap,2016,16+,7.4,,True,False,False,False,True,"['Park Hae Jin', 'Kim Go Eun', 'Seo Kang Joon', 'Lee Sung Kyung', 'Nam Joo Hyuk', 'Park Min Ji']"
The Deep,2016,7+,7.9,,True,False,False,False,True,"['James Nesbitt', 'Minnie Driver', 'Goran Višnjić']"
Juana Inés,2016,16+,7.6,,True,False,False,False,True,"['Arantza Ruiz', 'Hernán del Riego', 'Lisa Owen', 'Margarita Sanz', 'Arcelia Ramírez']"
Killer Kids,2011,16+,7.0,,True,False,False,False,True,[]
La querida del Centauro,2016,16+,8.1,,True,False,False,False,True,[]
Another Miss Oh,2016,,7.9,,True,False,False,False,True,[]
Fariña,2018,,8.0,,True,False,False,False,True,[]
Anjaan: Special Crimes Unit,2018,16+,7.0,,True,False,False,False,True,"['Gashmeer Mahajani', 'Heena Parmar']"
Best Friends Whenever,2015,all,5.5,,True,False,False,True,True,"['Lauren Taylor', 'Landry Bender', 'Ricky Garcia', 'Benjamin Royer', 'Matthew Royer', 'Madison Hu', 'Gus Kamp']"
Osmosis,2019,16+,5.9,,True,False,False,False,True,"['Hugo Becker', 'Laurent Delbecque', 'Nicolas Van Beveren', 'Alexandra Ansidei', 'Victoire Belezy', 'Célia Catalifo', 'Éric Savin', 'Dominique Isnard', 'Aurélien Labruyere', 'Lionel Lingelser', 'Agathe Bonitzer', 'Manoël Dupont', 'Yuming Hey', 'Gaël Kamilindi', 'Stéphane Pitti', 'Luna Silva', 'Suzanne Rault-Balet']"
Hormones,2013,16+,8.0,,True,False,False,False,True,"['Kanyawee Songmuang', 'Narikun Ketprapakorn', 'Thiti Mahayotaruk', 'Kemisara Paladesh', 'Thanapob Leeratanakajorn', 'Supassara Thanachart', 'Sananthachat Thanapatpisal', 'Gunn Junhavat', 'Chutavuth Pattarakhumphol', 'Pachara Chirathivat', 'Ungsumalynn Sirapatsakmetha', 'Sutatta Udomsilp', 'Nichaphat Chatchaipholrat']"
Love Rain,2012,7+,7.7,,True,False,False,False,True,"['Jung Jin Young', 'Lee Mi Sook', 'Jang Geun Suk', 'YoonA', 'Kim Shi Hoo']"
Switched,2018,16+,7.2,,True,False,False,False,True,"['Miu Tomita', 'Tomohiro Kamiyama', 'Kaya Kiyohara', 'Daiki Shigeoka']"
Creeped Out,2017,7+,6.6,,True,False,False,False,True,"['Victoria Diamond', 'Jaiden Cannatelli', 'Lukas Engel', 'William Romain', 'Ashleigh Smith']"
Chicago Typewriter,2017,,8.2,,True,False,False,False,True,"['Yoo Ah In', 'Im Soo Jung', 'Go Kyung Pyo', 'Kwak Shi Yang']"
Immortals,2018,7+,5.5,,True,False,False,False,True,[]
Yo-Kai Watch,2014,all,5.9,,True,False,False,False,True,"['Haruka Tomatsu', 'Etsuko Kozakura', 'Tomokazu Seki', 'Aoi Yūki']"
Rookie Historian Goo Hae-Ryung,2019,,8.2,,True,False,False,False,True,[]
Million Pound Menu,2018,,6.5,57%,True,False,False,False,True,['Fred Sirieix']
Oggy and the Cockroaches,1998,all,7.3,,True,False,False,False,True,[]
Unit 42,2017,7+,7.0,,True,False,False,False,True,[]
Love Your Garden,2011,,8.0,,True,False,False,False,True,[]
Limmy's Show,2010,all,8.3,,True,False,False,False,True,"['Alan McHugh', 'Kirstin McLean', 'Paul McCole', 'Brian Limond']"
Nazi Megastructures,2013,all,8.0,,True,True,False,False,True,"['Corey Johnson', 'Richard Lintern']"
Omniscient,2020,18+,6.3,,True,False,False,False,True,"['Carla Salle', 'Sandra Corveloni', 'Guilherme Prates', 'Jonathan Haagensen', 'Marcello Airoldi', 'Luana Tanaka', 'Marco Antônio Pâmio']"
Green Frontier,2019,18+,7.4,,True,False,False,False,True,[]
Los Briceño,2019,,8.4,,True,False,False,False,True,[]
Adventures of Sonic the Hedgehog,1993,all,6.2,,True,False,False,False,True,"['Jaleel White', 'Long John Baldry']"
My Holo Love,2020,,7.6,,True,False,False,False,True,"['Go Sung Hee', 'Yoon Hyun Min', 'Yoon Hyun Min']"
The Disguiser,2015,,7.7,,True,False,False,False,True,"['Wang Kai', 'Jin Dong', 'Hu Ge', 'Liu Min Tao', 'Song Yi']"
El Clon,2000,,6.8,,True,True,False,False,True,[]
A Love So Beautiful,2017,,,,True,False,False,False,True,"['Kim Yo Han', 'So Joo Yun', 'Yeo Hoe Hyun']"
Love Alarm,2019,,6.7,,True,False,False,False,True,"['Kim So Hyun', 'Jung Ga Ram', 'Song Kang', 'Go Min Shi', 'Kim Si Eun']"
The Indian Detective,2017,,6.5,50%,True,False,False,False,True,"['Russell Peters', 'Mishqah Parthiephal', 'Christina Cole', 'Hamza Haq', 'Anupam Kher', 'William Shatner', 'Meren Reddy']"
Inside the World's Toughest Prisons,2016,18+,6.8,,True,False,False,False,True,"['Paul Connolly', 'Raphael Rowe']"
El Chavo: The Animated Series,2006,all,5.4,,True,False,False,False,True,[]
Rishta.com,2010,all,8.5,,True,False,False,False,True,"['Kavi Shastri', 'Kavin Dave', 'Kiren Jogi', 'Micky Makhija', 'Shruti Seth']"
College Behind Bars,2019,,8.1,,True,False,False,False,True,[]
The Sparticle Mystery,2011,7+,7.0,,True,False,False,False,True,"['Emily Sanderson', 'Karim Zeroual', 'Grace Mandeville', 'Abbie Hayes', 'Wesley Nelson', 'Jerome Holder', 'Oliver Bell', 'Oliver Dillon']"
Broken,2019,16+,6.8,,True,False,False,False,True,[]
Yukon Gold,2013,,6.0,,True,False,False,False,True,[]
When a Snail Falls in Love,2016,,7.5,,True,False,False,False,True,"['Olivia Wang', 'Wang Kai']"
AMO,2018,18+,6.4,,True,False,False,False,True,"['Derek Ramsay', 'Vince Rillon', 'Allen Dizon', 'Felix Roco']"
Instant Hotel,2018,7+,7.3,,True,False,False,False,True,"['Juliet Ashworth', 'Luke Jacobz', 'Laurence Llewelyn-Bowen']"
Almost Happy,2020,,6.5,,True,False,False,False,True,[]
Larva Island,2018,,6.5,,True,False,False,False,True,[]
The Queen of Flow,2018,18+,7.9,,True,False,False,False,True,[]
David Attenborough's Natural Curiosities,2013,7+,8.5,,True,False,False,False,True,['David Attenborough']
God's Quiz,2010,,7.3,,True,False,False,False,True,"['Yoon Joo Hee', 'Ahn Nae Sang', 'Choi Jung Woo', 'Kim Jae Won', 'Park Joon Myun', 'Ryu Duk Hwan', 'Kim Jae Kyung', 'Lee Dong Hae']"
Nailed It! Holiday!,2018,,7.8,,True,False,False,False,True,"['Nicole Byer', 'Jacques Torres']"
Ever After High,2013,all,8.0,,True,False,False,False,True,"['Erin Fitzgerald', 'Kate Higgins', 'Evan Smith', 'Jonquil Goode', 'Karen Strassman', 'Rena Strober', 'Haviland Stillwell', 'Cindy Robinson']"
Bad Guys,2014,18+,7.9,,True,False,False,False,True,"['Keegan-Michael Key', 'Chelsea Peretti', 'Paul Scheer', 'Jason Mantzoukas', 'Andrew Daly']"
Rapture,2018,18+,7.1,83%,True,False,False,False,True,[]
Drug Lords,2018,18+,6.8,,True,False,False,False,True,[]
Transformers: Rescue Bots,2012,7+,6.5,,True,False,False,False,True,"['Steve Blum', 'Elan Garfias', 'Jason Marsden', 'Lacey Chabert', 'Maurice LaMarche', 'Parvesh Cheena', 'Shannon McKain']"
Tokyo Trial,2016,,7.4,,True,False,False,False,True,"['Paul Freeman', 'Marcel Hensema', 'Jonathan Hyde', 'Michael Ironside', 'Serge Hazanavicius', 'Irrfan Khan', 'Stephen McHattie', 'David Tse', 'Julian Wadham', 'Bert Matias', 'Hadewych Minis', 'Gabija Jaraminaite', 'Kęstutis Jakštas', 'Tim Ahern', 'Tsukamoto Shinya', 'Porgy Franssen', 'William Hope']"
A Cook's Tour,2002,16+,8.1,,True,False,False,False,True,['Anthony Bourdain']
The Stranded,2019,18+,6.3,,True,False,False,False,True,[]
Gunslinger Girl,2003,16+,7.4,,True,False,False,False,True,"['Yuuka Nanri', 'Ami Koshimizu', 'Hitomi Terakado', 'Mitsuru Miyamoto', 'Mamiko Noto', 'Daisuke Kishio', 'Kazuki Yao', 'Takehito Koyasu', 'Kana Hanazawa', 'Risa Mizuno', 'Atsuko Enomoto', 'Eri Sendai', 'Hidenobu Kiuchi', 'Kanako Mitsuhashi', 'Masami Iwasaki', 'Masashi Ebara', 'Norihiro Inoue', 'Anri Shiono', 'Chisa Yokoyama', 'Eriko Hirata', 'Hiroki Yasumoto', 'Kana Akutsu', 'Kouzou Mito', 'Shintarou Sonooka', 'Masaya Matsukaze', 'Rie Nakagawa']"
Captive,2016,,7.0,71%,True,False,False,False,True,[]
Yu-Gi-Oh! Arc-V,2014,7+,6.2,,True,True,True,False,True,[]
Crime Diaries: The Candidate,2019,18+,7.6,,True,False,False,False,True,[]
Servant of the People,2015,7+,6.9,,True,False,False,False,True,[]
America's Book of Secrets,2012,7+,7.0,,True,True,True,False,True,[]
Ben and Holly's Little Kingdom,2009,all,7.3,,True,False,False,False,True,[]
Aussie Gold Hunters,2016,7+,7.1,,True,False,False,False,True,[]
Chewin' the Fat,1999,,8.2,,True,False,False,False,True,"['Ford Kiernan', 'Greg Hemphill', 'Karen Dunbar', 'Paul Riley', 'Mark Cox', 'Julie Wilson Nimmo', 'Tom Urie', 'Gordon McCorkell']"
72 Dangerous Animals: Australia,2014,,7.0,,True,False,False,False,True,['Mitch Ryan']
The Road to Calvary,2017,7+,7.7,,True,False,False,False,True,[]
If I Hadn't Met You,2018,,7.7,,True,False,False,False,True,[]
Sensitive Skin,2014,16+,7.2,,True,False,False,False,True,"['Joanna Lumley', 'Denis Lawson']"
Hache,2019,18+,6.3,,True,False,False,False,True,"['Adriana Ugarte', 'Javier Rey', 'Marc Martínez', 'Pep Ambròs', 'Eduardo Noriega', 'Josep Julien', 'Àlex Casanovas', 'Marina Salas', 'Ingrid Rubio', 'Tonia Richardson', 'Toni Zenet']"
Drifting Dragons,2020,,6.1,,True,False,False,False,True,[]
Four Seasons in Havana,2016,18+,7.6,,True,False,False,False,True,"['Jorge Perugorría', 'Carlos Enrique Almirante', 'Jazz Vilá', 'Juana Acosta', 'Laura Ramos', 'Mariam Hernández', 'Mario Guerra', 'Reymond Miranda']"
Cooper Barrett's Guide to Surviving Life,2016,7+,6.3,50%,True,False,False,False,True,"['Jack Cutmore-Scott', 'Meaghan Rath', 'Justin Bartha', 'Charlie Saxton', 'James Earl', 'Liza Lapira']"
Loaded,2017,,6.5,60%,True,False,False,False,True,"['Jim Howick', 'Samuel Anderson', 'Jonny Sweet', 'Nick Helm', 'Mary McCormack']"
Brotherhood,2019,16+,7.6,,True,False,False,False,True,"['Armen Garo', 'Jason Isaacs', 'Jason Clarke', 'Ethan Embry', 'Annabeth Gish', 'Fionnula Flanagan', 'Stivi Paskoski', 'Fiona Erickson', 'Kevin Chapman']"
The Sound of Your Heart,2016,,8.3,,True,False,False,False,True,"['Lee Kwang Soo', 'Jung So Min', 'Kim Dae Myung', 'Kim Byung Ok', 'Kim Mi Kyung']"
"Worst Year of My Life, Again!",2014,,7.6,,True,False,False,False,True,[]
The Kirlian Frequency,2019,7+,7.6,,True,False,False,False,True,[]
Silvana Sin Lana,2016,16+,7.5,,True,False,False,False,True,"['Carlos Ponce', 'Adriana Barraza', 'Maritza Rodríguez', 'Marimar Vega', 'Marcela Guirado', 'Raury Rolander', 'Thali García', 'Javier Valcárcel', 'Ricardo Abarca', 'Patricio Gallardo', 'Alexandra Pomales', 'Eduardo Ibarrola', 'Vince Miranda', 'Briggitte Bozzo', 'Samantha Dagnino', 'Roberto Escobar', 'Santiago Torres', 'Andres Cotrino']"
Designated Survivor: 60 Days,2019,,8.0,,True,False,False,False,True,"['Ji Jin Hee', 'Lee Joon Hyuk', 'Heo Joon Ho', 'Kang Han Na', 'Bae Jong Ok']"
Tiny House Nation,2014,,7.2,,True,False,False,False,True,"['John Weisbarth', 'Zack Giffin']"
The Mr. Peabody & Sherman Show,2015,7+,5.6,80%,True,False,False,False,True,[]
Glitch Techs,2020,,7.8,,True,False,False,False,True,[]
Shaun the Sheep: Adventures from Mossy Bottom,2020,,8.0,,True,False,False,False,True,[]
Trolls: The Beat Goes On!,2018,all,5.7,,True,False,False,False,True,[]
Fated to Love You,2008,7+,7.4,,True,True,False,False,True,"['Joe Chen', 'Ethan Juan', 'Baron Chen', 'Bianca Bai']"
Monty Don's French Gardens,2013,all,8.0,,True,False,False,False,True,['Monty Don']
The Bachelor,2002,16+,3.2,,True,True,False,False,True,['Chris Harrison']
Victim Number 8,2018,,7.1,,True,False,False,False,True,[]
Autumn's Concerto,2009,16+,8.0,,True,False,False,False,True,[]
Genius of the Modern World,2016,all,7.6,,True,False,False,False,True,['Bettany Hughes']
Huge in France,2019,16+,6.8,50%,True,False,False,False,True,['Gad Elmaleh']
Children of the Whales,2017,16+,7.1,,True,False,False,False,True,[]
"That Winter, The Wind Blows",2013,,7.8,,True,False,False,False,True,"['Song Hye Kyo', 'Jo In Sung', 'Jung Eun Ji', 'Kim Bum']"
Stephen Fry in America,2008,7+,7.9,,True,False,False,False,True,['Stephen Fry']
