Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Decade,Actors,Producers,Genres,Language
The Guild,2007,,8.2,,True,False,False,False,True,2000,"['Felicia Day', 'Sandeep Parikh', 'Jeff Lewis', 'Robin Thorsen', 'Amy Okuda', 'Vincent Caso', 'Wil Wheaton']",[],"['Comedy', 'Fantasy']",English
Friends from College,2017,18+,6.8,24%,True,False,False,False,True,2010,"['Keegan-Michael Key', 'Fred Savage', 'Nat Faxon', 'Jae Suh Park', 'Annie Parisse', 'Cobie Smulders', 'Rachel Resheff', 'Alison Barton', 'Bettina Bilger', 'Allegra Edwards']","['Colleen McGuiness', 'Ron Weiner', 'Andrew Gurland', 'Nicholas Stoller', 'Francesca Delbanco', 'Kristen Zolner', 'Jane Wiseman', 'Brittney Segal']",['Comedy'],English
Wormwood,2017,16+,7.0,92%,True,False,False,False,True,2010,"['Peter Sarsgaard', 'Molly Parker', 'Tim Blake Nelson', 'Michael Chernus', 'Jack Doke', 'Christian Camargo', 'Scott Shepherd', 'Bob Balaban', 'Jimmi Simpson']","['Caroline Baron', 'Peter Friedlander', 'Adam Del Deo', 'Lisa Nishimura', 'Errol Morris', 'Robert Fernandez']","['Drama', 'Crime']",English
Watership Down,2018,7+,7.2,77%,True,False,False,False,True,2010,"['James McAvoy', 'Nicholas Hoult', 'Ben Kingsley', 'John Boyega', 'Gemma Arterton', 'Miles Jupp', 'Freddie Fox', 'Olivia Colman', 'Anne-Marie Duff', 'Peter Capaldi', 'Tom Wilkinson', 'Mackenzie Crook', 'Taron Egerton', 'Rosamund Pike', 'Daniel Kaluuya', 'Rory Kinnear', 'Craig Parkinson', 'Lee Ingleby', 'James Faulkner', 'Jason Watkins', 'Daniel Rigby']","['Eleanor Moran', 'Rory Aitken', 'Ben Pugh', 'Josh Varney']","['Drama', 'Adventure', 'Fantasy']",English
Mr. Sunshine,2018,,8.8,,True,False,False,False,True,2010,"['Lee Byung Hun', 'Kim Tae Ri', 'Yoo Yun Suk', 'Byun Yo Han', 'Kim Min Jung']",['Yoon Ha Rim'],"['Drama', 'Romance', 'History']",Korean
Bitten,2014,16+,7.0,,True,False,False,False,True,2010,"['Laura Vandervoort', 'Greyston Holt', 'Greg Bryk', 'Steve Lund', 'Michael Xavier', 'Paul Greene']","['J.B. Sugar', 'Tecca Crosby', ""Margaret O'Brien"", 'John Morayniss', 'John Barbisan', 'Patrick Banister', 'Grant Rosenberg', 'Daegan Fryklind', 'Wil Zmak', 'Wil Zmak', 'Kelley Armstrong', 'Michael MacLennan']","['Drama', 'Horror', 'Romance']",English
No Game No Life,2014,16+,7.9,,True,False,False,False,True,2010,"['Jun Fukushima', 'Yuka Iguchi', 'Mugihito', 'Naomi Shindoh', 'Risa Taneda', 'Yukari Tamura', 'Miyuki Sawashiro', 'Mamiko Noto', 'Yoshitsugu Matsuoka', 'Yōko Hikasa', 'Rie Kugimiya', 'Ai Kayano']",[],"['Adventure', 'Anime']",Japanese
Violet Evergarden,2018,16+,8.4,,True,False,False,False,True,2010,[],[],['Anime'],Japanese
Clannad,2007,7+,7.9,,True,True,False,False,True,2000,"['Yuichi Nakamura', 'Mai Nakahara', 'Mamiko Noto', 'Houko Kuwashima', 'Akemi Kanda', 'Ai Nonaka', 'Yukari Tamura', 'Tomoko Kawakami', 'Satsuki Yukino', 'Satomi Koorogi', 'Ryotaro Okiayu', 'Kikuko Inoue', 'Daisuke Sakaguchi', 'Ryou Hirohashi']",[],"['Drama', 'Comedy', 'Anime', 'Fantasy']",Japanese
Gypsy,2017,18+,6.9,38%,True,False,False,False,True,2010,"['Naomi Watts', 'Billy Crudup', 'Sophie Cookson', 'Melanie Liburd', 'Karl Glusman', 'Lucy Boynton', 'Poorna Jagannathan', 'Brenda Vaccaro', 'Brooke Bloom']","['Jessica Mecklenburg', 'Tim Bevan', 'Eric Fellner', 'Liza Chasin', 'Sean Jablonski', 'Andrew M. Stearn', 'Naomi Watts', 'Lisa Rubin', 'Sam Taylor-Johnson']","['Drama', 'Romance', 'Thriller']",English
Virgin River,2019,16+,7.5,,True,False,False,False,True,2010,"['Alexandra Breckenridge', 'Martin Henderson', 'Tim Matheson', ""Annette O'Toole"", 'Colin Lawrence', 'Lauren Hammersley', 'Ben Hollingsworth', 'Grayson Maxwell Gurnsey', 'Jenny Cooper', 'Daniel J Gillies', 'Sarah Dugdale']","['Lisa Marie Petersen', 'Sue Tenney', 'Chris Perry', 'Amy Palmer Robertson', 'Roma Roth', 'Robyn Carr', 'Jocelyn Freid']","['Drama', 'Romance']",English
Gilmore Girls: A Year in the Life,2016,16+,7.7,,True,False,False,False,True,2010,"['Alexis Bledel', 'Lauren Graham', 'Scott Patterson', 'Kelly Bishop']","['Daniel Palladino', 'Amy Sherman-Palladino']","['Drama', 'Comedy']",English
The Innocent Man,2018,18+,7.4,73%,True,False,False,False,True,2010,['John Grisham'],"['John Grisham', 'Ross Dinerstein', 'David Gernert', 'Clay Tweel']",['Crime'],English
Tuca & Bertie,2019,16+,7.4,100%,True,False,False,False,True,2010,"['Tiffany Haddish', 'Ali Wong']","['Tiffany Haddish', 'Noel Bright', 'Raphael Bob-Waksberg', 'Steven A. Cohen', 'Lisa Hanawalt']",['Comedy'],English
#blackAF,2020,18+,6.6,,True,False,False,False,True,2020,"['Kenya Barris', 'Rashida Jones', 'Iman Benson', 'Genneya Walton', 'Scarlet Spencer', 'Justin Claiborne', 'Ravi Cabot-Conyers']","['Alison McDonald', 'Rashida Jones', 'Hunter Covington', 'Kenya Barris', 'Hale Rothstein']",['Comedy'],English
Lovesick,2014,18+,8.1,36%,True,False,False,False,True,2010,"['Antonia Thomas', 'Daniel Ings', 'Johnny Flynn', 'Joshua McGuire', 'Hannah Britland', 'Richard Thomson', 'Yasmine Akram', 'Klariza Clayton', 'Claudia Jessie']",[],"['Comedy', 'Romance']",English
Mr. Iglesias,2019,16+,7.1,88%,True,False,False,False,True,2010,"['Gabriel Iglesias', 'Sherri Shepherd', 'Jacob Vargas', 'Maggie Geha', 'Cree Cicchino', 'Fabrizio Zacharee Guido', 'Tucker Albrizzi', 'Richard Gant']","['Kevin Hench', 'Sam Sklaver', 'Peter Murrieta', 'Gabriel Iglesias', 'Luisa Leschin', 'Ron De Blasio', 'Joe Meloche']",['Comedy'],English
Hot Girls Wanted: Turned On,2017,18+,6.7,100%,True,False,False,False,True,2010,[],[],"['Drama', 'Romance', 'Adult']",English
Borgia,2011,18+,7.8,,True,False,False,False,True,2010,"['John Doman', 'Isolda Dychauk', 'Stanley Weber', 'Mark Ryder', 'Elisa Mouliaá', 'Christian McKay']",[],"['Drama', 'Adventure', 'History']",English
Trollhunters: Tales of Arcadia,2016,7+,8.4,,True,False,False,False,True,2010,"['Kelsey Grammer', 'Charlie Saxton', 'Lexi Medrano', 'Anton Yelchin', 'Fred Tatasciore', 'Jonathan Hyde', 'Ron Perlman']","['Marc Guggenheim', 'Guillermo del Toro', 'Dan Hageman', 'Kevin Hageman', 'Christina Steinberg']","['Action', 'Adventure', 'Fantasy']",English
La Reina del Sur,2011,18+,8.1,,True,False,False,False,True,2010,"['Kate Del Castillo', 'Arancha Solís', 'Cristina Urgel', 'Alberto Jiménez', 'Juan José Arjona', 'Humberto Zurita', 'Dagoberto Gama', 'Carmen Navarro', 'Mónica Estarreado']",[],"['Drama', 'Action', 'Crime']",Spanish
We Bare Bears,2015,7+,7.9,,True,True,False,False,True,2010,"['Demetri Martin', 'Eric Edelstein', 'Bobby Moynihan']",['Curtis Lelash'],"['Comedy', 'Family']",English
Liv and Maddie,2013,all,6.3,,True,False,False,False,True,2010,[],[],[],[]
In the Dark,2019,16+,7.3,,True,False,False,False,True,2010,"['Rich Sommer', 'Perry Mattfeld', 'Brooke Markham', 'Morgan Krantz', 'Casey Deidrick', 'Keston John', 'Thamela Mpumlwana', 'Kathleen York', 'Derek Webster', 'Theodore Bhat']","['Daegan Fryklind', 'John Weber', 'Jonathan Collier', 'Michael Showalter', 'Corinne Kingsbury', 'Frank Siracusa', 'Brian Dannelly', 'Ben Stiller', 'Emily Fox', 'Jackie Cohn', 'Nicholas Weinstock']","['Drama', 'Comedy', 'Crime']",English
The Gift,2019,,7.6,,True,False,False,False,True,2010,[],[],[],English
The Time in Between,2013,7+,8.4,,True,False,False,False,True,2010,[],[],[],[]
Cleverman,2016,16+,6.4,86%,True,False,False,False,True,2010,"['Hunter Page-Lochard', 'Rob Collins', ""Frances O'Connor"", 'Iain Glen', 'Jada Alberts', 'Tamala Shelton', 'Tasma Walton', 'Deborah Mailman', 'Rarriwuy Hick', 'Marcus Graham', 'Tony Briggs', 'Tysan Towney', 'Ryan Corr', 'Rachael Blake', 'Clarence Ryan', 'Andrew McFarlane', 'Luke Ford', 'Stef Dawson', 'Alec Doomadgee']",[],"['Drama', 'Fantasy', 'Science-Fiction']",English
"Pablo Escobar, The Drug Lord",2012,18+,8.5,,True,False,False,False,True,2010,[],[],[],[]
The Pharmacist,2020,,7.8,,True,False,False,False,True,2020,[],[],['Crime'],English
Wet Hot American Summer: First Day of Camp,2015,16+,7.4,,True,False,False,False,True,2010,"['Marguerite Moreau', 'Michael Showalter', 'Paul Rudd', 'Zak Orth', 'Amy Poehler', 'Bradley Cooper', 'Janeane Garofalo', 'Michael Ian Black', 'Molly Shannon', 'Elizabeth Banks', 'Nina Hellman', 'A.D. Miles', 'Joe Lo Truglio', 'Ken Marino', 'Christopher Meloni', 'H. Jon Benjamin', 'Kevin Sussman', 'Marisa Ryan', 'Christopher Meloni', 'David Hyde Pierce', 'Judah Friedlander', 'Michael Showalter', 'H. Jon Benjamin']","['Peter Principato', 'David Wain', 'Michael Showalter', 'Jonathan Stern', 'Christina Lee', 'Howard Bernstein']",['Comedy'],English
Vampire Knight,2008,16+,7.5,,True,True,False,False,True,2000,"['Yui Horie', 'Mamoru Miyano', 'Daisuke Kishio', 'Junko Minagawa', 'Hozumi Gôda', 'Mai Nakahara', 'Junichi Suwabe', 'Hirofumi Nojima', 'Hiroki Yasumoto', 'Jun Fukuyama', 'Keiko Sonoda', 'Mariko Kouda', 'Risa Mizuno', 'Sōichiro Hoshi']",[],"['Drama', 'Anime', 'Fantasy', 'Horror']",Japanese
The Untamed,2019,7+,8.9,,True,False,False,False,True,2010,"['Wang Yi Bo', 'Xiao Zhan']",[],"['Drama', 'Romance', 'Mystery']",Chinese
How to Sell Drugs Online (Fast),2019,,7.9,,True,False,False,False,True,2010,"['Maximilian Mundt', 'Lena Klenke', 'Danilo Kamperidis', 'Damian Hardung', 'Luna Schaller', 'Leonie Wesselow', 'Roland Riebeling', 'Amely Trinks', 'Markoesa Hamer', 'Hannah van Lunteren', 'Lena Urzendowsky', 'Ruben Brinkman', 'Bjarne Mädel', 'Michael Ostrowski', 'Maren Kroymann']",[],"['Drama', 'Comedy', 'Crime']",German
Taken,2017,16+,6.6,32%,True,True,False,False,True,2010,"['Clive Standen', 'Jennifer Beals', 'Adam Goldberg', 'Jessica Camacho', 'Gaius Charles', 'Michael Irby', 'James Landry Hébert', 'Brooklyn Sudano', 'Monique Gabriela Curnen', 'Jose Pablo Cantillo']","['Greg Plageman', 'Erik Mountain', 'Alexander Cary', 'Romeo Tirone', 'Karen Wyscarver', 'Sanford Golden', 'Alex Graves', 'Marjorie David', 'Zak Schwartz', 'Michael J. Klick', 'Luc Besson', 'Jordan Hawley', 'Edouard De Vésinne', 'Matthew Gross', 'Thomas Anargyros']","['Action', 'Crime', 'Thriller']",English
Transformers: Prime,2010,7+,7.8,,True,False,False,False,True,2010,"['Nolan North', 'Steve Blum', 'Josh Keaton', 'Jeffrey Combs', 'Sumalee Montano', 'Kevin Michael Richardson', 'Peter Cullen', 'Frank Welker', 'Andy Pessoa', 'Josh Keaton', 'Tania Gunadi', 'James Horan', 'David Sobolov', 'Daran Norris', 'Ernie Hudson', 'Dwayne Johnson']",[],"['Action', 'Adventure']",English
Forensic Files,1996,16+,8.8,,True,True,True,False,True,1990,[],[],[],[]
Paradise PD,2018,18+,7.0,40%,True,False,False,False,True,2010,"['Tom Kenny', 'Sarah Chalke', 'David Herman', 'Dana Snyder', 'Cedric Yarbrough', 'Kyle Kinane', 'Dana Snyder']",[],"['Comedy', 'Crime']",English
The House of Flowers,2018,18+,7.7,,True,False,False,False,True,2010,[],[],[],[]
Quicksand,2019,18+,7.5,,True,False,False,False,True,2010,[],[],[],[]
Magnificent Century,2011,,6.6,,True,False,False,False,True,2010,[],[],[],[]
The Messengers,2015,16+,6.5,47%,True,False,False,False,True,2010,"['Joel Courtney', 'Shantel VanSanten', 'J.D. Pardo', 'Jon Fletcher', ""Sofia Black-D'Elia"", 'Craig Frank', 'Diogo Morgado', 'Anna Diop', 'Lane Garrison', 'Elyes Gabel']","['Trey Callaway', 'Duane Clark', 'Ted Humphrey', ""Eoghan O'Donnell"", ""Eoghan O'Donnell"", 'Carl Binder', 'Ava Jamshidi', 'Ava Jamshidi', 'Basil Iwanyk', 'Kent Kubena', 'Kent Kubena']","['Drama', 'Mystery', 'Supernatural']",English
Magi,2012,16+,7.9,,True,True,False,False,True,2010,[],[],[],[]
Car Masters: Rust to Riches,2018,,8.9,,True,False,False,False,True,2010,"['Mark Towle', 'Tony Quinones', 'Constance Nunes', 'Shawn Pilot', 'Michael ""Caveman"" Pyle']",[],[],English
Patriot Act with Hasan Minhaj,2018,18+,8.2,,True,False,False,False,True,2010,['Hasan Minhaj'],"['Hasan Minhaj', 'Steve Bodow', 'Jim Margolis', 'Prashanth Venkataramanujam', 'Michelle Caputo', 'Jennie Church-Cooper', 'Shannon Hartman']",['Comedy'],English
Damnation,2017,18+,7.7,64%,True,False,False,False,True,2010,"['Killian Scott', 'Logan Marshall-Green', 'Chasten Harmon', 'Christopher Heyerdahl', 'Sarah Jones', 'Joe Adler', 'Melinda Page Hamilton']","['Adam Kane', 'Guymon Casady', 'James Mangold', 'Tony Tost', 'Daniel Rappaport', 'Michael D. Fuller', 'David MacKenzie', 'Gillian Berrie']","['Drama', 'Crime']",English
Jericho,2006,16+,7.2,54%,True,False,False,False,True,2000,"['Jessica Raine', 'Hans Matheson', 'Clarke Peters', 'Daniel Rigby', 'Jeany Spark']",[],"['Drama', 'Action', 'Science-Fiction']",English
American Odyssey,2015,16+,7.3,54%,True,False,False,False,True,2010,"['Anna Friel', 'Daniella Pineda', 'Jake Robinson', 'Nate Mooney', 'Peter Facinelli', 'Omar Ghazaoui', 'Jim True-Frost', 'Sadie Sink', 'Treat Williams', 'Elena Kampouris', 'Adewale Akinnuoye-Agbaje', 'Grégory Fitoussi']","['Kristen Campo', 'Mikkel Bondesen', 'Peter Horton', 'Adam Armus', 'Ron Bozman', 'Henrik Bastin', 'Simon Maxwell']","['Action', 'Adventure', 'Thriller']",English
Lab Rats,2012,7+,6.6,,True,False,False,True,True,2010,[],[],[],[]
Little Things,2016,18+,8.3,,True,False,False,False,True,2010,[],[],[],[]
From Dusk Till Dawn: The Series,2014,18+,6.9,,True,False,False,False,True,2010,"['D.J. Cotrona', 'Zane Holtz', 'Jesse Garcia', 'Madison Davenport', 'Brandon Soo Hoo', 'Eiza González', 'Wilmer Valderrama', 'Jake Busey', 'Robert Patrick', 'Esai Morales', 'Don Johnson', 'Danny Trejo', 'Lane Garrison']","['Juan Carlos Coto', 'Robert Rodriguez', 'Cristina Patwa', 'John Fogelman', 'Diego Gutierrez', 'Diego Gutierrez', 'Zanne Devine', 'Daniel Pipski']","['Action', 'Crime', 'Horror']",English
Grand Designs,1999,7+,8.5,,True,False,False,False,True,1990,['Kevin McCloud'],[],[],English
Explained,2018,16+,8.0,,True,False,False,False,True,2010,[],"['Ezra Klein', 'Kate Townsend', 'Lisa Nishimura', 'Joe Posner', 'Claire Gordon', 'Chad Mumm', 'Jason Spingarn-Koff']",[],English
Rhythm + Flow,2019,18+,7.6,92%,True,False,False,False,True,2010,"['Cardi B', 'Chance the Rapper', 'T.I.']",['Mike Jackson'],['Music'],English
Carole & Tuesday,2019,7+,7.9,100%,True,False,False,False,True,2010,[],[],['Anime'],Japanese
Teresa,2010,7+,7.7,,True,False,False,False,True,2010,[],[],"['Drama', 'Romance']",Spanish
The Innocents,2018,,6.3,81%,True,False,False,False,True,2010,"['Sorcha Groundsell', 'Percelle Ascott', 'Guy Pearce', 'Sam Hazeldine', 'Nadine Marshall', 'Jóhannes Haukur Jóhannesson', 'Laura Birn', 'Ingunn Beate Øyen', 'Arthur Hughes', 'Abigail Hardingham']","['Farren Blackburn', 'Elaine Pyke', 'Charlie Pattinson', 'Hania Elkington', 'Simon Duric']","['Drama', 'Romance', 'Supernatural']",English
Tabula Rasa,2017,18+,8.1,,True,False,False,False,True,2010,"['Veerle Baetens', 'Stijn van Opstal', 'Gene Bervoets', 'Jeroen Perceval', 'Peter Van den Begin', 'Hilde Van Mieghem', 'Natali Broods']",[],['Thriller'],Dutch
Seis Manos,2019,18+,7.3,100%,True,False,False,False,True,2010,"['Danny Trejo', 'Vic Chao', 'Angélica Vale', 'Jonny Cruz', 'Mike Colter', 'Aislinn Derbez']",[],"['Action', 'Anime', 'Fantasy', 'Supernatural']",English
The King: Eternal Monarch,2020,,8.5,,True,False,False,False,True,2020,"['Lee Min Ho', 'Kim Go Eun', 'Woo Do Hwan', 'Kim Kyung Nam', 'Jung Eun Chae', 'Woo Do Hwan']",[],"['Drama', 'Fantasy', 'Romance']",Korean
Cable Girls,2017,16+,7.7,,True,False,False,False,True,2010,[],[],[],[]
Lady Dynamite,2016,16+,7.4,97%,True,False,False,False,True,2010,"['Maria Bamford', 'Mary Kay Place', 'Fred Melamed', 'Ólafur Darri Ólafsson']","['Pam Brady', 'Theresa Mulligan Rosenthal', 'Theresa Mulligan Rosenthal', 'Maria Bamford', 'Robert Cohen', 'Mitchell Hurwitz', 'Bruce M. Smith', 'Kristen Zolner', 'Andy Weil', 'Jane Wiseman']",['Comedy'],English
Sunderland 'Til I Die,2018,18+,8.2,,True,False,False,False,True,2010,[],[],['Sports'],English
Oliver Stone's Untold History of the United States,2012,all,8.6,,True,False,False,False,True,2010,"['Alex Veadov', 'Chris Edgerly', 'Jim Ward', 'Chris Cox', 'Alan Shearman', 'André Sogliuzzo', 'Oliver Stone']",[],['History'],English
Toy Boy,2019,18+,6.5,,True,False,False,False,True,2010,[],[],['Thriller'],Spanish
Humsafar,2011,all,9.0,,True,False,False,False,True,2010,[],[],[],Urdu
Crashing,2016,,7.7,,True,False,False,False,True,2010,['Pete Holmes'],"['Judd Apatow', 'Judah Miller', 'Judah Miller', 'Pete Holmes', 'Igor Srubshchik', 'Igor Srubshchik', 'Oren Brimer', 'Dave Rath']",['Comedy'],English
Norsemen,2016,18+,7.8,,True,False,False,False,True,2010,[],[],[],[]
AJ and the Queen,2020,,7.6,50%,True,False,False,False,True,2020,"['RuPaul', 'Michael Leon Wooley', 'Katerina Tannenbaum', 'Izzy G.', 'Josh Segarra', 'Tia Carrere']","['Michael Patrick King', 'Jhoni Marchinko', 'RuPaul']","['Drama', 'Comedy']",English
El marginal,2016,18+,8.2,,True,False,False,False,True,2010,[],[],[],[]
Giri/Haji,2019,,7.9,100%,True,False,False,False,True,2010,"['Takehiro Hira', 'Yōsuke Kubozuka', 'Will Sharpe', 'Kelly Macdonald', 'Aoi Okuyama', 'Yûko Nakamura', 'Katsuya', 'Tony Pitts', 'Masahiro Motoki', 'Mitsuko Oka', 'Kazuyuki Tsumura', 'Charlie Creed-Miles', 'Sophia Brown', 'Togo Igawa', 'Anna Sawai', 'Tony Way', 'John McCrea', 'Jamie Draven', 'Justin Long', 'Katsuya Kobayashi']","['Jane Featherstone', 'Joe Barton', 'Chris Fry', 'Ben Irving']","['Drama', 'Crime', 'Thriller']",English
Van Helsing,2016,16+,6.2,,True,False,False,False,True,2010,"['Jonathan Scarfe', 'Kelly Overton', 'Aleks Paunovic', 'Christopher Heyerdahl', 'Rukiya Bernard', 'Vincent Gale', 'Trezzo Mahoro', 'Paul Johansson', 'Caroline Cave', 'Keeya King', 'Nicole Muñoz', 'David Cubitt', 'Laura Mennell', 'Neal McDonough', 'Tim Guinee', 'John Cassini', 'Tricia Helfer', 'Tom Cavanagh']","['Jonathan Scarfe', 'Simon Barry', 'Jeremy Smith', 'Jonathan Lloyd Walker', 'Jonathan Lloyd Walker', 'Matt Venables', 'Kelly Overton', 'Michael Nankin', 'Neil LaBute', 'Jackie May', 'Jackie May', 'Daniel March', 'Chad Oakes', 'Mike Frislev', 'Evan Tylor', 'Zadoc Angell', 'Chris Regina', 'Dave Brown']","['Drama', 'Action', 'Horror']",English
Hinterland,2013,,7.6,,True,False,False,False,True,2010,"['Richard Harrington', 'Mali Harries', 'Hannah Daniel', 'Alex Harries', 'Aneirin Hughes', 'Anamaria Marinca']",[],"['Drama', 'Crime']",Welsh
Crossing Lines,2013,16+,7.3,,True,False,False,False,True,2010,"['Donald Sutherland', 'Tom Wlaschiha', 'Lara Rossi', 'William Fichtner', 'Richard Flood', 'Marc Lavoine', 'Gabriella Pession', 'Goran Višnjić', 'Elizabeth Mitchell', 'Naomi Battrick', 'Stuart Martin', 'Moon Dailly']",[],"['Drama', 'Action', 'Crime']",English
The Eddy,2020,18+,7.0,68%,True,False,False,False,True,2020,"['Andre Holland', 'Leïla Bekhti', 'Randy Kerber', 'Joanna Kulig', 'Amandla Stenberg', 'Adil Dehbi', 'Lada Obradovic', 'Ludovic Louis', 'Damian Nueva', 'Jowee Omicil', 'Benjamin Biolay', 'Tahar Rahim', 'Melissa George', ""Dhafer L'Abidine"", 'Tchéky Karyo']","['Andre Holland', 'Alan Poul', 'Patrick Spence', 'Jack Thorne', 'Katie Swinden', 'Damien Chazelle', 'Glen Ballard', 'Olivier Bibas']","['Drama', 'Music']",French
A.D. The Bible Continues,2015,16+,7.4,58%,True,False,False,False,True,2010,"['Adam Levy', 'Chipo Chung', 'Babou Ceesay', 'Will Thorp', 'Emmett J. Scanlan', 'Juan Pablo Di Pace']","['Mark Burnett', 'Richard Bedser', 'Roma Downey']","['Drama', 'Adventure']",English
The Letter for the King,2020,7+,5.9,58%,True,False,False,False,True,2020,"['Amir Wilson', 'Thaddea Graham', 'Islam Bouakkaz', 'Jonah Lees', 'Jack Barton', 'Nathanael Saleh', 'Ruby Serkis', 'Gijs Blom']","['William Davies', 'Paul Trijbits']","['Drama', 'Adventure', 'Fantasy']",English
The Boat,2011,all,7.3,,True,False,False,False,True,2010,[],[],[],[]
Is It Wrong to Try to Pick Up Girls in a Dungeon?,2015,16+,7.4,,True,True,False,False,True,2010,"['Yoshitsugu Matsuoka', 'Haruka Tomatsu', 'Yurika Kubo', 'Inori Minase', 'Maaya Uchida', 'Nobuhiko Okamoto', 'Saori Hayami', 'Saori Ōnishi', 'Shizuka Ishigami', 'Yōko Hikasa', 'Risa Taneda', 'Yoshimasa Hosoya']",[],"['Comedy', 'Action', 'Anime', 'Romance']",Japanese
The Story of God with Morgan Freeman,2016,16+,7.9,,True,False,False,False,True,2010,['Morgan Freeman'],[],"['Drama', 'History']",English
Greenhouse Academy,2017,7+,7.0,,True,False,False,False,True,2010,"['Cinthya Carmona', 'Dallas Hart', 'Danika Yarosh', 'Grace Van Dien', 'Ariel Mortman', 'Finn Roberts', ""Chris O'Neal"", 'Benjamin Papac', 'BJ Mitchell', 'Parker Stevenson', 'Jessica Amlee', 'Nadine Ellis', 'Dana Melanie', 'Rafael Cebrián', 'Selina Giles', 'Ishai Golan', 'Nitzan Levratovsky', 'Yiftach Mizrahi']","['Janae Bakken', 'Giora Chamizer', 'Orly Atlas Katz', 'Udi Miron', 'Osnat Saraga', 'Dominique Bazay']","['Drama', 'Family', 'Mystery']",English
Diagnosis,2019,18+,7.8,100%,True,False,False,False,True,2010,[],[],['Medical'],English
W/ Bob & David,2015,18+,7.4,89%,True,False,False,False,True,2010,"['David Cross', 'Bob Odenkirk', 'Jack Topalian', 'Piter Marek', 'Arden Myrin', 'Emily Dahm', 'Melanie Hutsell', 'Alana Lasry', 'Katie McCabe', 'Sutton Smith', 'Brian Posehn', 'Dino Stamatopoulos', 'Jay Johnston', 'John Ennis', 'Mark Rivers', 'Paul F. Tompkins']",[],['Comedy'],English
Queen Sono,2020,18+,5.8,100%,True,False,False,False,True,2020,"['Pearl Thusi', 'Vuyo Dabula', 'Loyiso Madinga', 'Sechaba Morojele', 'Rob van Vuuren', 'Chi Mhende', 'Khathu Ramabulana', 'Otto Nobela', 'Enhle Maphumulo', 'Connie Chiume', 'Abigail Kubeka']","['Kagiso Lediga', 'Tamsin Andersson']","['Drama', 'Crime', 'Espionage']",English
Rotten,2018,18+,7.1,86%,True,False,False,False,True,2010,[],[],['Food'],English
Requiem,2018,18+,6.5,75%,True,False,False,False,True,2010,"['Lydia Wilson', 'Joel Fry', 'James Frecheville', 'Claire Rushbrook', 'Richard Harrington', 'Joanna Scanlan', 'Brendan Coyle', 'Sian Reese-Williams', 'Dyfan Dwyfor', 'Ifan Huw Thomas', 'Tara Fitzgerald']",[],"['Drama', 'Thriller', 'Mystery']",English
